District,Mandal,Date,Rainfall (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%)
Adilabad,Talamadugu,10-Jun-21,0.0,25.9,33.4,50.5,86.5
Adilabad,Talamadugu,11-Jun-21,23.6,23.3,31.7,59.3,91.8
Adilabad,Talamadugu,12-Jun-21,14.9,22.4,29.9,68.0,93.5
Adilabad,Talamadugu,13-Jun-21,0.7,24.3,29.0,72.5,89.3
Adilabad,Talamadugu,14-Jun-21,70.6,22.6,33.8,55.6,98.8
Adilabad,Talamadugu,15-Jun-21,16.0,23.7,33.1,61.4,95.3
Adilabad,Talamadugu,16-Jun-21,0.0,25.1,34.8,52.0,87.9
Adilabad,Talamadugu,17-Jun-21,1.0,25.4,32.9,55.5,86.9
Adilabad,Talamadugu,18-Jun-21,3.6,24.3,32.5,61.4,93.3
Adilabad,Talamadugu,19-Jun-21,1.3,25.8,33.0,53.1,84.6
Adilabad,Talamadugu,20-Jun-21,0.0,25.4,32.3,54.1,80.8
Adilabad,Talamadugu,21-Jun-21,0.0,25.6,34.6,43.7,78.0
Adilabad,Talamadugu,22-Jun-21,0.0,26.7,34.8,42.3,76.5
Adilabad,Talamadugu,23-Jun-21,4.2,24.7,35.2,45.7,93.4
Adilabad,Talamadugu,24-Jun-21,1.5,24.6,30.1,67.9,90.7
Adilabad,Talamadugu,25-Jun-21,0.0,24.9,31.5,64.0,89.2
Adilabad,Talamadugu,26-Jun-21,0.0,25.2,32.7,61.0,88.6
Adilabad,Talamadugu,27-Jun-21,13.9,25.3,34.2,50.1,91.6
Adilabad,Talamadugu,28-Jun-21,49.0,23.7,33.8,52.8,96.5
Adilabad,Talamadugu,29-Jun-21,2.3,25.4,33.1,65.6,92.9
Adilabad,Talamadugu,30-Jun-21,0.0,27.0,34.8,52.0,86.6
Adilabad,Tamsi,01-Jun-21,0.0,27.1,37.8,37.3,71.0
Adilabad,Tamsi,02-Jun-21,50.0,23.2,38.0,38.5,94.6
Adilabad,Tamsi,03-Jun-21,1.3,24.1,32.3,59.3,94.6
Adilabad,Tamsi,04-Jun-21,0.0,25.1,35.3,49.8,81.2
Adilabad,Tamsi,05-Jun-21,3.7,24.1,32.8,57.8,91.2
Adilabad,Tamsi,06-Jun-21,0.0,24.7,34.5,45.1,83.5
Adilabad,Tamsi,07-Jun-21,0.0,25.4,38.0,43.2,82.6
Adilabad,Tamsi,08-Jun-21,0.0,26.1,34.7,46.3,78.1
Adilabad,Tamsi,09-Jun-21,0.0,25.5,36.2,51.4,82.1
Adilabad,Tamsi,10-Jun-21,0.0,25.8,34.1,55.2,80.7
Adilabad,Tamsi,11-Jun-21,52.2,23.0,32.0,63.9,93.5
Adilabad,Tamsi,12-Jun-21,18.6,22.0,31.4,68.7,95.6
Adilabad,Tamsi,13-Jun-21,5.1,23.6,29.3,75.2,93.5
Adilabad,Tamsi,14-Jun-21,63.2,22.1,33.4,58.8,96.2
Adilabad,Tamsi,15-Jun-21,39.2,23.2,34.6,62.8,95.1
Adilabad,Tamsi,16-Jun-21,0.0,24.7,36.8,54.1,94.6
Adilabad,Tamsi,17-Jun-21,0.0,25.1,33.2,58.7,83.5
Adilabad,Tamsi,18-Jun-21,6.9,23.9,32.4,66.9,94.6
Adilabad,Tamsi,19-Jun-21,0.0,25.2,33.1,59.8,82.1
Adilabad,Tamsi,20-Jun-21,0.5,24.7,32.6,59.8,80.2
Adilabad,Tamsi,21-Jun-21,0.0,25.5,35.8,46.9,77.1
Adilabad,Tamsi,22-Jun-21,0.0,25.7,35.4,45.7,76.5
Adilabad,Tamsi,23-Jun-21,13.1,24.4,34.6,52.1,95.6
Adilabad,Tamsi,24-Jun-21,3.8,23.9,30.1,69.2,93.5
Adilabad,Tamsi,25-Jun-21,0.0,24.1,31.3,64.3,87.8
Adilabad,Tamsi,26-Jun-21,0.1,24.5,32.5,59.8,88.3
Adilabad,Tamsi,27-Jun-21,2.4,24.4,34.7,55.2,90.7
Adilabad,Tamsi,28-Jun-21,29.2,23.4,35.0,55.2,96.7
Adilabad,Tamsi,29-Jun-21,1.3,24.9,32.9,62.3,92.6
Adilabad,Tamsi,30-Jun-21,0.0,26.7,36.4,55.7,83.8
Adilabad,Utnur,01-Jun-21,0.0,26.1,39.2,35.4,77.8
Adilabad,Utnur,02-Jun-21,13.6,24.2,36.6,40.7,87.3
Adilabad,Utnur,03-Jun-21,0.0,25.5,33.2,50.0,81.2
Adilabad,Utnur,04-Jun-21,0.0,25.9,34.3,47.5,82.1
Adilabad,Utnur,05-Jun-21,7.0,23.9,32.5,57.6,93.6
Adilabad,Utnur,06-Jun-21,0.0,25.7,35.4,44.8,85.1
Adilabad,Utnur,07-Jun-21,0.0,26.1,35.6,44.2,87.6
Adilabad,Utnur,08-Jun-21,18.6,26.0,35.4,41.8,95.5
Adilabad,Utnur,09-Jun-21,16.4,23.6,35.7,51.3,97.7
Adilabad,Utnur,10-Jun-21,10.1,24.0,33.6,53.0,98.2
Adilabad,Utnur,11-Jun-21,1.5,23.1,32.4,65.7,95.6
Adilabad,Utnur,12-Jun-21,12.5,21.9,29.3,72.5,97.9
Adilabad,Utnur,13-Jun-21,17.1,23.3,29.5,75.7,97.1
Adilabad,Utnur,14-Jun-21,82.2,22.1,33.3,59.9,99.8
Adilabad,Utnur,15-Jun-21,15.5,22.1,32.4,72.3,100.0
Adilabad,Utnur,16-Jun-21,0.0,24.0,32.6,65.3,97.2
Adilabad,Utnur,17-Jun-21,20.1,23.6,32.3,62.2,96.6
Adilabad,Utnur,18-Jun-21,9.6,23.8,31.0,73.6,98.5
Adilabad,Utnur,19-Jun-21,0.0,24.6,32.5,62.3,88.5
Adilabad,Utnur,20-Jun-21,0.0,24.2,31.7,63.5,88.9
Adilabad,Utnur,21-Jun-21,0.0,24.4,33.7,50.9,83.7
Adilabad,Utnur,22-Jun-21,0.0,26.2,34.3,49.2,85.8
Adilabad,Utnur,23-Jun-21,8.6,23.5,34.4,49.6,98.0
Adilabad,Utnur,24-Jun-21,0.0,24.8,30.9,67.8,92.4
Adilabad,Utnur,25-Jun-21,3.3,24.5,31.3,66.2,90.3
Adilabad,Utnur,26-Jun-21,1.3,24.4,31.2,66.4,94.9
Adilabad,Utnur,27-Jun-21,17.6,24.1,33.4,57.5,100.0
Adilabad,Utnur,28-Jun-21,27.8,23.4,32.9,63.5,99.4
Adilabad,Utnur,29-Jun-21,0.0,25.2,31.5,68.1,98.3
Adilabad,Utnur,30-Jun-21,0.0,26.4,34.0,59.5,94.3
Adilabad,Bheempoor,1-Jan-21,0.0,10.1,30.0,37.8,95.7
Adilabad,Bheempoor,2-Jan-21,0.0,11.7,29.9,40.6,96.6
Adilabad,Bheempoor,3-Jan-21,0.0,10.4,30.4,45.8,97.0
Adilabad,Bheempoor,4-Jan-21,0.0,13.1,30.5,38.4,96.4
Adilabad,Bheempoor,5-Jan-21,0.0,13.4,29.8,50.7,97.0
Adilabad,Bheempoor,6-Jan-21,0.0,15.6,30.9,43.3,93.6
Adilabad,Bheempoor,7-Jan-21,0.0,19.3,31.2,48.2,92.6
Adilabad,Bheempoor,8-Jan-21,0.0,21.3,29.6,59.8,91.8
Adilabad,Bheempoor,9-Jan-21,0.0,17.3,31.2,51.8,96.1
Adilabad,Bheempoor,10-Jan-21,0.0,12.4,33.7,24.8,88.1
Adilabad,Bheempoor,11-Jan-21,0.0,13.1,34.3,24.2,85.8
Adilabad,Bheempoor,12-Jan-21,0.0,15.9,34.0,35.5,93.0
Adilabad,Bheempoor,13-Jan-21,0.0,14.7,32.8,42.6,95.9
Adilabad,Bheempoor,14-Jan-21,0.0,12.0,31.7,40.6,95.3
Adilabad,Bheempoor,15-Jan-21,0.0,9.9,31.8,36.2,94.6
Adilabad,Bheempoor,16-Jan-21,0.0,11.9,32.3,32.9,89.9
Adilabad,Bheempoor,17-Jan-21,0.0,12.7,32.7,32.4,91.3
Adilabad,Bheempoor,18-Jan-21,0.0,12.6,32.6,32.1,91.6
Adilabad,Bheempoor,19-Jan-21,0.0,13.5,32.1,33.2,93.4
Adilabad,Bheempoor,20-Jan-21,0.0,15.8,33.5,36.9,90.5
Adilabad,Bheempoor,21-Jan-21,0.0,15.1,33.1,38.8,90.1
Adilabad,Bheempoor,22-Jan-21,0.0,10.6,32.5,25.4,91.1
Adilabad,Bheempoor,23-Jan-21,0.0,10.6,32.3,28.8,88.9
Adilabad,Bheempoor,24-Jan-21,0.0,14.7,34.4,31.9,90.5
Adilabad,Bheempoor,25-Jan-21,0.0,13.4,34.8,38.3,91.2
Adilabad,Bheempoor,26-Jan-21,0.0,15.1,33.4,40.4,89.7
Adilabad,Bheempoor,27-Jan-21,0.0,15.1,32.9,42.4,87.7
Adilabad,Bheempoor,28-Jan-21,0.0,16.2,32.9,42.2,93.7
Adilabad,Bheempoor,29-Jan-21,0.0,17.8,31.9,43.9,91.3
Adilabad,Bheempoor,30-Jan-21,0.0,13.6,31.5,46.2,88.5
Adilabad,Bheempoor,31-Jan-21,0.0,9.6,29.6,28.3,83.2
Adilabad,Bheempoor,1-Feb-21,0.0,9.9,30.6,30.7,85.9
Adilabad,Bheempoor,2-Feb-21,0.0,8.0,32.2,26.3,85.9
Adilabad,Bheempoor,3-Feb-21,0.0,7.0,33.0,18.3,83.6
Adilabad,Bheempoor,4-Feb-21,0.0,7.1,32.9,16.3,80.7
Adilabad,Bheempoor,5-Feb-21,0.0,8.6,32.2,17.7,84.8
Adilabad,Bheempoor,6-Feb-21,0.0,13.0,33.5,21.7,76.7
Adilabad,Bheempoor,7-Feb-21,0.0,11.9,31.1,32.5,81.9
Adilabad,Bheempoor,8-Feb-21,0.0,6.3,29.6,26.5,88.8
Adilabad,Bheempoor,9-Feb-21,0.0,6.0,30.6,20.6,78.6
Adilabad,Bheempoor,10-Feb-21,0.0,7.3,32.5,20.2,79.2
Adilabad,Bheempoor,11-Feb-21,0.0,9.5,33.5,19.6,79.8
Adilabad,Bheempoor,12-Feb-21,0.0,11.7,34.2,22.6,81.6
Adilabad,Bheempoor,13-Feb-21,0.0,13.0,34.0,25.0,80.2
Adilabad,Bheempoor,14-Feb-21,0.0,15.2,34.8,26.1,83.4
Adilabad,Bheempoor,15-Feb-21,0.0,17.7,34.4,30.0,74.1
Adilabad,Bheempoor,16-Feb-21,0.0,14.4,35.1,28.0,83.0
Adilabad,Bheempoor,17-Feb-21,0.0,17.9,34.6,28.3,76.7
Adilabad,Bheempoor,18-Feb-21,0.0,17.6,30.5,38.4,83.0
Adilabad,Bheempoor,19-Feb-21,0.0,16.7,28.8,43.6,87.7
Adilabad,Bheempoor,20-Feb-21,0.0,11.6,23.2,61.5,95.9
Adilabad,Bheempoor,21-Feb-21,0.0,15.4,31.8,36.5,81.8
Adilabad,Bheempoor,22-Feb-21,0.0,14.7,33.0,36.1,83.6
Adilabad,Bheempoor,23-Feb-21,0.0,12.3,34.7,22.9,75.9
Adilabad,Bheempoor,24-Feb-21,0.0,12.0,35.5,22.8,78.3
Adilabad,Bheempoor,25-Feb-21,0.0,13.1,36.4,20.5,76.2
Adilabad,Bheempoor,26-Feb-21,0.0,15.3,37.7,18.6,67.2
Adilabad,Bheempoor,27-Feb-21,0.0,14.9,37.6,25.2,66.7
Adilabad,Bheempoor,28-Feb-21,0.0,14.1,36.6,19.1,66.5
Adilabad,Bheempoor,1-Mar-21,0.0,22.1,38.1,18.4,59.0
Adilabad,Bheempoor,2-Mar-21,0.0,15.8,37.8,18.3,62.2
Adilabad,Bheempoor,3-Mar-21,0.0,13.4,37.4,15.6,58.9
Adilabad,Bheempoor,4-Mar-21,0.0,13.2,36.9,15.5,63.6
Adilabad,Bheempoor,5-Mar-21,0.0,15.0,37.6,11.8,59.5
Adilabad,Bheempoor,6-Mar-21,0.0,14.2,36.7,16.1,59.8
Adilabad,Bheempoor,7-Mar-21,0.0,13.8,37.3,13.9,57.0
Adilabad,Bheempoor,8-Mar-21,0.0,17.3,38.1,17.0,55.4
Adilabad,Bheempoor,9-Mar-21,0.0,19.2,38.5,18.2,59.6
Adilabad,Bheempoor,10-Mar-21,0.0,21.2,37.6,22.3,63.2
Adilabad,Bheempoor,11-Mar-21,0.0,21.3,37.6,21.0,68.3
Adilabad,Bheempoor,12-Mar-21,0.0,17.2,37.7,18.4,71.9
Adilabad,Bheempoor,13-Mar-21,0.0,22.0,37.2,21.5,65.3
Adilabad,Bheempoor,14-Mar-21,0.0,16.2,34.7,24.6,64.4
Adilabad,Bheempoor,15-Mar-21,0.0,17.8,36.6,19.2,56.9
Adilabad,Bheempoor,16-Mar-21,0.0,19.0,37.6,20.6,66.7
Adilabad,Bheempoor,17-Mar-21,0.0,20.2,36.9,23.4,63.2
Adilabad,Bheempoor,18-Mar-21,0.0,24.4,37.4,20.2,69.5
Adilabad,Bheempoor,19-Mar-21,0.8,22.6,37.6,26.6,77.8
Adilabad,Bheempoor,20-Mar-21,0.0,21.5,33.9,32.3,72.8
Adilabad,Bheempoor,21-Mar-21,0.0,19.9,35.5,30.5,75.0
Adilabad,Bheempoor,22-Mar-21,0.0,19.4,36.8,25.7,57.5
Adilabad,Bheempoor,23-Mar-21,1.3,22.1,35.5,28.3,84.5
Adilabad,Bheempoor,24-Mar-21,0.0,17.3,33.1,34.3,84.0
Adilabad,Bheempoor,25-Mar-21,0.0,19.6,37.0,24.5,66.5
Adilabad,Bheempoor,26-Mar-21,0.0,21.1,38.1,22.3,55.1
Adilabad,Bheempoor,27-Mar-21,0.0,18.5,38.3,20.7,27.8
Adilabad,Bheempoor,28-Mar-21,0.0,18.6,38.6,14.3,56.5
Adilabad,Bheempoor,29-Mar-21,0.0,19.4,41.2,13.2,47.4
Adilabad,Bheempoor,30-Mar-21,0.0,20.4,40.9,11.8,45.2
Adilabad,Bheempoor,31-Mar-21,0.0,24.5,39.8,13.8,63.3
Adilabad,Jainad,1-Jan-21,0.0,11.4,30.9,32.1,89.6
Adilabad,Jainad,2-Jan-21,0.0,13.0,31.2,31.3,94.1
Adilabad,Jainad,3-Jan-21,0.0,11.7,31.4,38.7,94.9
Adilabad,Jainad,4-Jan-21,0.0,13.5,30.5,37.6,94.1
Adilabad,Jainad,5-Jan-21,0.0,13.6,32.1,35.5,94.0
Adilabad,Jainad,6-Jan-21,0.0,16.3,30.7,40.2,88.5
Adilabad,Jainad,7-Jan-21,0.0,19.7,31.6,40.7,91.2
Adilabad,Jainad,8-Jan-21,0.0,21.2,29.0,48.7,86.6
Adilabad,Jainad,9-Jan-21,0.0,16.3,31.2,45.3,87.3
Adilabad,Jainad,10-Jan-21,0.0,14.8,34.3,23.1,70.8
Adilabad,Jainad,11-Jan-21,0.0,14.5,33.8,23.8,70.4
Adilabad,Jainad,12-Jan-21,0.0,16.0,34.8,29.5,80.3
Adilabad,Jainad,13-Jan-21,0.0,16.2,33.5,31.9,74.6
Adilabad,Jainad,14-Jan-21,0.0,18.8,35.5,35.4,83.5
Adilabad,Jainad,15-Jan-21,0.0,11.6,32.0,29.7,72.7
Adilabad,Jainad,16-Jan-21,0.0,12.7,33.3,26.3,69.4
Adilabad,Jainad,17-Jan-21,0.0,13.6,34.0,27.3,81.0
Adilabad,Jainad,18-Jan-21,0.0,13.2,33.6,26.7,82.8
Adilabad,Jainad,19-Jan-21,0.0,14.9,33.6,29.4,73.5
Adilabad,Jainad,20-Jan-21,0.0,18.5,34.2,31.9,68.0
Adilabad,Jainad,21-Jan-21,0.0,16.7,33.1,32.7,80.3
Adilabad,Jainad,22-Jan-21,0.0,11.7,32.3,28.4,84.1
Adilabad,Jainad,23-Jan-21,0.0,12.2,34.0,24.3,81.7
Adilabad,Jainad,24-Jan-21,0.0,17.4,35.0,27.3,83.2
Adilabad,Jainad,25-Jan-21,0.0,16.3,34.9,32.9,81.3
Adilabad,Jainad,26-Jan-21,0.0,16.3,33.8,35.7,82.0
Adilabad,Jainad,27-Jan-21,0.0,15.5,33.3,32.9,84.2
Adilabad,Jainad,28-Jan-21,0.0,18.0,32.8,37.4,80.9
Adilabad,Jainad,29-Jan-21,0.0,18.5,31.6,37.5,80.6
Adilabad,Jainad,30-Jan-21,0.0,14.9,32.4,36.6,79.5
Adilabad,Jainad,31-Jan-21,0.0,11.3,28.9,25.5,73.1
Adilabad,Jainad,1-Feb-21,0.0,11.3,31.4,25.9,79.8
Adilabad,Jainad,2-Feb-21,0.0,9.8,33.4,21.3,80.5
Adilabad,Jainad,3-Feb-21,0.0,8.9,33.1,16.2,74.2
Adilabad,Jainad,4-Feb-21,0.0,9.0,34.6,12.1,75.4
Adilabad,Jainad,5-Feb-21,0.0,11.0,33.0,15.2,78.1
Adilabad,Jainad,6-Feb-21,0.0,15.4,33.2,17.6,66.5
Adilabad,Jainad,7-Feb-21,0.0,10.9,31.8,27.8,76.5
Adilabad,Jainad,8-Feb-21,0.0,7.7,31.0,22.0,79.4
Adilabad,Jainad,9-Feb-21,0.0,7.7,31.8,15.9,75.0
Adilabad,Jainad,10-Feb-21,0.0,8.5,32.8,15.9,74.1
Adilabad,Jainad,11-Feb-21,0.0,10.7,33.8,14.1,72.6
Adilabad,Jainad,12-Feb-21,0.0,13.2,35.5,17.1,75.9
Adilabad,Jainad,13-Feb-21,0.0,13.9,34.2,23.1,77.0
Adilabad,Jainad,14-Feb-21,0.0,19.0,34.5,23.7,71.3
Adilabad,Jainad,15-Feb-21,0.0,19.5,35.3,26.2,63.1
Adilabad,Jainad,16-Feb-21,0.0,17.8,34.9,24.6,70.4
Adilabad,Jainad,17-Feb-21,0.0,18.1,34.6,25.7,69.6
Adilabad,Jainad,18-Feb-21,0.0,17.5,33.9,30.9,75.7
Adilabad,Jainad,19-Feb-21,0.0,16.9,27.8,36.8,84.8
Adilabad,Jainad,20-Feb-21,0.0,13.0,24.3,44.9,90.5
Adilabad,Jainad,21-Feb-21,0.0,15.4,33.7,29.3,81.0
Adilabad,Jainad,22-Feb-21,0.0,14.9,33.7,28.5,76.9
Adilabad,Jainad,23-Feb-21,0.0,13.2,35.3,19.5,72.8
Adilabad,Jainad,24-Feb-21,0.0,13.9,35.5,17.5,68.8
Adilabad,Jainad,25-Feb-21,0.0,14.2,37.0,18.8,70.7
Adilabad,Jainad,26-Feb-21,0.0,17.2,37.8,16.3,64.2
Adilabad,Jainad,27-Feb-21,0.0,15.7,38.1,19.3,64.0
Adilabad,Jainad,28-Feb-21,0.0,15.8,38.0,16.4,58.3
Adilabad,Jainad,1-Mar-21,0.0,22.9,38.2,14.0,46.9
Adilabad,Jainad,2-Mar-21,0.0,18.1,38.4,14.7,65.2
Adilabad,Jainad,3-Mar-21,0.0,14.6,38.1,13.2,62.0
Adilabad,Jainad,4-Mar-21,0.0,14.0,37.6,11.9,62.7
Adilabad,Jainad,5-Mar-21,0.0,18.8,38.2,9.6,47.8
Adilabad,Jainad,6-Mar-21,0.0,15.7,37.7,12.0,61.9
Adilabad,Jainad,7-Mar-21,0.0,15.6,37.6,11.2,51.1
Adilabad,Jainad,8-Mar-21,0.0,18.5,38.8,12.3,55.5
Adilabad,Jainad,9-Mar-21,0.0,23.5,38.2,15.0,65.2
Adilabad,Jainad,10-Mar-21,0.0,23.1,37.2,16.8,65.6
Adilabad,Jainad,11-Mar-21,0.0,23.3,37.9,19.1,60.8
Adilabad,Jainad,12-Mar-21,0.0,18.9,37.6,15.6,63.3
Adilabad,Jainad,13-Mar-21,0.0,21.5,37.5,19.7,61.0
Adilabad,Jainad,14-Mar-21,0.0,18.1,35.1,18.9,57.5
Adilabad,Jainad,15-Mar-21,0.0,18.9,37.0,15.8,51.6
Adilabad,Jainad,16-Mar-21,0.0,20.1,37.8,16.5,62.2
Adilabad,Jainad,17-Mar-21,0.0,21.3,37.6,19.2,61.0
Adilabad,Jainad,18-Mar-21,0.0,24.1,37.7,18.6,62.2
Adilabad,Jainad,19-Mar-21,0.0,24.0,38.0,22.9,55.1
Adilabad,Jainad,20-Mar-21,0.0,21.5,34.9,29.4,63.8
Adilabad,Jainad,21-Mar-21,0.0,19.9,36.2,26.2,65.9
Adilabad,Jainad,22-Mar-21,0.0,21.1,38.0,20.0,55.3
Adilabad,Jainad,23-Mar-21,0.9,20.9,37.6,22.3,76.1
Adilabad,Jainad,24-Mar-21,0.0,17.7,34.9,26.5,70.7
Adilabad,Jainad,25-Mar-21,0.0,19.6,37.3,22.2,60.5
Adilabad,Jainad,26-Mar-21,0.0,20.8,38.7,18.5,51.0
Adilabad,Jainad,27-Mar-21,0.0,18.1,39.6,18.0,40.6
Adilabad,Jainad,28-Mar-21,0.0,19.1,40.3,12.8,54.2
Adilabad,Jainad,29-Mar-21,0.0,21.4,42.0,11.2,46.6
Adilabad,Jainad,30-Mar-21,0.0,21.4,42.7,11.5,50.2
Adilabad,Jainad,31-Mar-21,0.0,23.5,42.3,13.3,63.3
Adilabad,Bela,1-Jan-21,0.0,10.4,30.2,40.9,95.0
Adilabad,Bela,2-Jan-21,0.0,12.4,30.5,39.6,95.4
Adilabad,Bela,3-Jan-21,0.0,10.9,30.3,47.1,97.1
Adilabad,Bela,4-Jan-21,0.0,12.8,30.0,47.5,95.8
Adilabad,Bela,5-Jan-21,0.0,12.7,32.9,39.5,95.6
Adilabad,Bela,6-Jan-21,0.0,15.4,30.6,49.3,93.4
Adilabad,Bela,7-Jan-21,0.0,19.8,31.0,50.8,91.2
Adilabad,Bela,8-Jan-21,0.0,20.8,29.0,65.0,91.4
Adilabad,Bela,9-Jan-21,0.0,15.4,30.4,60.5,96.5
Adilabad,Bela,10-Jan-21,0.0,14.2,34.7,29.9,100.0
Adilabad,Bela,11-Jan-21,0.0,14.0,34.4,34.0,92.0
Adilabad,Bela,12-Jan-21,0.0,15.3,33.6,35.0,93.4
Adilabad,Bela,13-Jan-21,0.0,15.9,33.1,38.1,95.4
Adilabad,Bela,14-Jan-21,0.0,13.2,31.3,45.8,94.8
Adilabad,Bela,15-Jan-21,0.0,10.9,31.9,36.9,92.7
Adilabad,Bela,16-Jan-21,0.0,11.7,32.2,28.5,89.6
Adilabad,Bela,17-Jan-21,0.0,13.3,33.0,34.1,90.1
Adilabad,Bela,18-Jan-21,0.0,12.6,32.3,29.9,91.7
Adilabad,Bela,19-Jan-21,0.0,14.1,32.8,32.8,94.1
Adilabad,Bela,20-Jan-21,0.0,16.8,34.0,34.0,90.1
Adilabad,Bela,21-Jan-21,0.0,16.2,32.9,36.3,90.3
Adilabad,Bela,22-Jan-21,0.0,11.0,32.0,33.5,91.2
Adilabad,Bela,23-Jan-21,0.0,11.5,32.8,27.5,91.5
Adilabad,Bela,24-Jan-21,0.0,16.9,33.9,32.1,90.9
Adilabad,Bela,25-Jan-21,0.0,16.0,34.4,37.6,89.0
Adilabad,Bela,26-Jan-21,0.0,16.1,32.8,39.7,92.7
Adilabad,Bela,27-Jan-21,0.0,15.2,33.6,39.9,85.9
Adilabad,Bela,28-Jan-21,0.0,17.3,32.1,46.2,92.6
Adilabad,Bela,29-Jan-21,0.0,18.3,32.6,45.9,91.8
Adilabad,Bela,30-Jan-21,5.6,13.7,32.1,47.2,93.6
Adilabad,Bela,31-Jan-21,0.0,10.7,28.2,37.6,89.5
Adilabad,Bela,1-Feb-21,0.0,10.6,31.0,31.2,89.9
Adilabad,Bela,2-Feb-21,0.0,9.5,32.7,26.4,89.6
Adilabad,Bela,3-Feb-21,0.0,8.2,32.7,19.2,86.6
Adilabad,Bela,4-Feb-21,0.0,8.1,33.4,15.0,84.2
Adilabad,Bela,5-Feb-21,0.0,10.4,33.0,17.5,88.5
Adilabad,Bela,6-Feb-21,0.0,15.3,33.4,19.7,75.2
Adilabad,Bela,7-Feb-21,0.0,11.3,31.5,30.2,87.8
Adilabad,Bela,8-Feb-21,0.0,7.3,29.7,29.6,84.8
Adilabad,Bela,9-Feb-21,0.0,7.4,30.8,19.3,88.0
Adilabad,Bela,10-Feb-21,0.0,8.2,32.5,18.4,85.0
Adilabad,Bela,11-Feb-21,0.0,9.6,33.4,17.1,85.8
Adilabad,Bela,12-Feb-21,0.0,12.6,34.0,17.7,80.6
Adilabad,Bela,13-Feb-21,0.0,13.3,33.7,25.1,85.9
Adilabad,Bela,14-Feb-21,0.0,18.1,34.7,26.4,77.1
Adilabad,Bela,15-Feb-21,0.0,19.9,34.5,27.1,62.3
Adilabad,Bela,16-Feb-21,0.0,16.7,35.1,25.8,80.1
Adilabad,Bela,17-Feb-21,0.0,17.3,34.5,23.4,78.3
Adilabad,Bela,18-Feb-21,1.8,17.2,32.1,34.7,92.8
Adilabad,Bela,19-Feb-21,8.7,16.5,28.8,49.4,94.1
Adilabad,Bela,20-Feb-21,0.2,13.0,24.1,65.0,96.9
Adilabad,Bela,21-Feb-21,0.0,15.2,31.4,37.8,92.9
Adilabad,Bela,22-Feb-21,0.0,14.6,32.8,37.2,91.9
Adilabad,Bela,23-Feb-21,0.0,12.7,34.3,24.2,86.5
Adilabad,Bela,24-Feb-21,0.0,13.1,35.1,19.3,86.1
Adilabad,Bela,25-Feb-21,0.0,13.1,36.9,17.3,85.4
Adilabad,Bela,26-Feb-21,0.0,16.8,37.5,14.1,72.2
Adilabad,Bela,27-Feb-21,0.0,15.7,37.6,18.2,69.6
Adilabad,Bela,28-Feb-21,0.0,15.4,37.5,12.8,67.4
Adilabad,Bela,1-Mar-21,0.0,22.6,38.4,11.0,56.3
Adilabad,Bela,2-Mar-21,0.0,18.2,38.2,11.0,68.7
Adilabad,Bela,3-Mar-21,0.0,14.0,37.5,11.3,65.6
Adilabad,Bela,4-Mar-21,0.0,13.6,36.3,11.5,61.3
Adilabad,Bela,5-Mar-21,0.0,18.9,38.2,6.9,54.6
Adilabad,Bela,6-Mar-21,0.0,14.7,37.3,10.0,72.9
Adilabad,Bela,7-Mar-21,0.0,15.4,37.4,8.2,55.2
Adilabad,Bela,8-Mar-21,0.0,17.7,38.8,9.5,60.9
Adilabad,Bela,9-Mar-21,0.0,23.7,38.1,12.1,65.5
Adilabad,Bela,10-Mar-21,0.0,24.0,37.2,18.2,67.7
Adilabad,Bela,11-Mar-21,0.0,25.1,37.8,17.5,60.5
Adilabad,Bela,12-Mar-21,0.0,19.1,37.7,10.8,60.7
Adilabad,Bela,13-Mar-21,0.0,21.7,37.6,18.6,70.4
Adilabad,Bela,14-Mar-21,0.0,17.6,35.0,24.0,62.0
Adilabad,Bela,15-Mar-21,0.0,18.7,36.9,18.9,58.0
Adilabad,Bela,16-Mar-21,0.0,19.8,37.4,17.7,63.1
Adilabad,Bela,17-Mar-21,0.0,21.0,37.8,20.6,62.7
Adilabad,Bela,18-Mar-21,0.0,24.8,37.7,21.6,61.3
Adilabad,Bela,19-Mar-21,1.1,23.4,37.0,29.0,77.2
Adilabad,Bela,20-Mar-21,0.0,21.3,33.2,36.3,77.0
Adilabad,Bela,21-Mar-21,0.0,19.4,34.8,29.5,81.8
Adilabad,Bela,22-Mar-21,0.0,21.0,36.6,23.2,60.8
Adilabad,Bela,23-Mar-21,0.0,23.3,37.0,26.0,65.6
Adilabad,Bela,24-Mar-21,0.0,17.6,34.0,30.1,71.7
Adilabad,Bela,25-Mar-21,0.0,20.9,36.9,25.0,58.0
Adilabad,Bela,26-Mar-21,0.0,20.3,38.1,21.2,52.8
Adilabad,Bela,27-Mar-21,0.0,20.6,37.9,20.2,35.2
Adilabad,Bela,28-Mar-21,0.0,19.7,38.2,13.2,41.2
Adilabad,Bela,29-Mar-21,0.0,21.2,39.5,10.4,45.1
Adilabad,Bela,30-Mar-21,0.0,21.4,40.5,13.9,46.4
Adilabad,Bela,31-Mar-21,0.0,23.4,40.3,11.6,63.3
Adilabad,Gadiguda,1-Jan-21,0.0,12.8,29.1,44.9,82.7
Adilabad,Gadiguda,2-Jan-21,0.0,14.4,29.6,44.8,85.5
